Id,SalePrice
1603,84875.69
1604,276718.75
1605,256047.56
1606,171552.64
1607,190754.94
1608,214789.67
1609,190704.98
1610,155439.17
1611,138134.94
1612,157967.11
1613,160911.61
1614,131223.88
1615,89469.28
1616,69454.87
1617,91587.27
1618,126370.0
1619,145738.5
1620,157683.48
1621,134800.67
1622,141797.27
1623,283067.75
1624,216802.69
1625,122901.266
1626,168358.02
1627,192501.14
1628,276677.25
1629,184886.98
1630,353093.8
1631,219401.14
1632,229594.02
1633,180090.73
1634,186889.1
1635,183324.92
1636,148158.36
1637,186547.39
1638,202933.25
1639,178704.17
1640,267682.53
1641,177360.36
1642,236478.9
1643,228345.95
1644,237426.98
1645,192546.61
1646,159339.56
1647,166285.52
1648,128157.3
1649,136217.11
1650,117689.02
1651,123260.64
1652,97258.79
1653,97446.21
1654,150859.17
1655,156265.78
1656,145333.16
1657,151206.23
1658,148080.6
1659,133500.6
1660,153384.83
1661,476440.94
1662,405012.94
1663,405355.75
1664,463015.8
1665,321964.0
1666,308376.78
1667,385196.84
1668,334580.88
1669,296317.84
1670,361492.2
1671,267045.7
1672,526281.94
1673,310995.56
1674,245038.23
1675,181309.94
1676,181790.92
1677,219051.66
1678,512722.88
1679,422183.88
1680,326309.47
1681,261345.52
1682,306995.88
1683,175572.12
1684,168508.64
1685,176014.02
1686,167994.34
1687,170800.7
1688,187786.14
1689,189420.53
1690,190926.92
1691,181369.03
1692,267912.62
1693,172456.78
1694,184865.77
1695,168104.56
1696,282394.06
1697,173997.23
1698,376525.25
1699,324293.12
1700,243225.84
1701,261563.1
1702,254415.86
1703,248116.28
1704,290854.38
1705,228078.3
1706,424199.62
1707,233582.34
1708,221485.64
1709,283709.62
1710,227645.42
1711,261967.77
1712,260041.95
1713,284141.97
1714,231063.53
1715,208882.05
1716,182760.27
1717,180775.12
1718,129155.84
1719,198890.19
1720,253193.98
1721,174136.3
1722,117598.29
1723,152751.45
1724,219053.6
1725,240708.61
1726,183596.45
1727,158262.64
1728,175670.58
1729,170212.11
1730,161829.25
1731,123966.84
1732,129204.06
1733,122437.19
1734,123635.31
1735,126694.29
1736,116839.28
1737,326510.3
1738,216703.77
1739,259379.8
1740,229395.25
1741,194109.92
1742,175330.89
1743,177450.39
1744,301898.2
1745,220054.73
1746,212226.34
1747,227658.39
1748,227185.31
1749,153130.23
1750,125599.17
1751,239416.94
1752,122352.87
1753,143658.78
1754,194729.14
1755,175474.66
1756,132588.66
1757,121265.945
1758,145019.05
1759,164575.05
1760,170027.2
1761,134901.12
1762,168661.19
1763,177256.53
1764,115454.22
1765,166521.83
1766,174372.86
1767,216018.52
1768,145869.78
1769,185383.39
1770,144742.61
1771,120133.19
1772,134008.88
1773,133882.17
1774,140946.6
1775,138150.08
1776,126943.88
1777,113762.11
1778,138564.45
1779,122211.016
1780,179392.42
1781,137157.8
1782,98299.734
1783,142515.98
1784,98815.71
1785,126810.79
1786,158196.47
1787,168875.1
1788,48181.266
1789,107650.59
1790,82566.125
1791,172668.7
1792,152640.45
1793,136989.84
1794,152123.94
1795,140240.53
1796,133686.67
1797,109199.58
1798,122749.234
1799,116501.84
1800,125048.38
1801,125843.42
1802,133083.23
1803,146235.02
1804,137613.36
1805,136954.72
1806,120460.71
1807,135973.47
1808,123267.14
1809,118646.64
1810,149656.55
1811,104393.016
1812,103348.13
1813,128901.98
1814,96293.68
1815,54516.6
1816,94108.14
1817,110204.07
1818,159266.73
1819,116814.66
1820,47852.207
1821,120867.19
1822,158805.08
1823,26921.264
1824,137952.02
1825,131477.53
1826,101426.38
1827,98659.56
1828,137866.55
1829,109486.97
1830,146668.45
1831,172222.33
1832,91166.05
1833,151724.69
1834,118103.77
1835,149969.1
1836,128446.78
1837,87971.64
1838,124859.625
1839,96409.266
1840,172778.44
1841,160129.92
1842,76184.35
1843,131211.0
1844,141541.64
1845,144257.25
1846,154288.3
1847,170258.11
1848,46969.633
1849,120408.13
1850,122702.67
1851,160212.3
1852,134449.11
1853,131989.11
1854,175306.1
1855,145198.2
1856,220661.9
1857,166819.7
1858,131052.04
1859,118736.15
1860,157099.88
1861,119773.31
1862,288119.88
1863,282656.7
1864,282656.7
1865,333934.34
1866,327141.8
1867,243839.19
1868,313464.1
1869,204603.58
1870,245698.62
1871,245790.06
1872,170807.9
1873,225126.61
1874,143890.8
1875,209123.92
1876,196345.9
1877,216884.53
1878,204156.4
1879,136024.11
1880,133985.95
1881,251901.31
1882,253885.89
1883,190410.58
1884,207911.7
1885,255978.28
1886,319760.22
1887,210309.81
1888,272954.3
1889,167080.47
1890,135103.06
1891,141019.62
1892,111632.234
1893,141218.66
1894,136788.4
1895,134867.19
1896,130756.47
1897,114467.82
1898,115056.74
1899,138452.69
1900,141018.75
1901,167191.58
1902,133377.36
1903,206870.86
1904,133003.1
1905,186555.14
1906,164103.84
1907,209146.81
1908,111806.86
1909,137727.33
1910,124970.12
1911,205954.2
1912,296183.4
1913,138401.17
1914,58667.836
1915,335632.38
1916,73598.19
1917,261117.56
1918,140758.12
1919,169639.4
1920,136807.5
1921,450598.56
1922,326758.0
1923,216304.45
1924,236291.88
1925,206974.84
1926,407119.72
1927,135544.12
1928,159634.6
1929,125786.38
1930,140086.38
1931,140181.86
1932,141539.72
1933,175137.58
1934,179453.1
1935,173027.27
1936,189397.92
1937,190259.88
1938,169693.12
1939,237977.89
1940,193851.9
1941,172710.3
1942,182333.4
1943,214104.53
1944,331129.38
1945,381073.28
1946,153875.8
1947,294846.28
1948,188332.5
1949,242351.05
1950,183336.44
1951,290104.53
1952,218636.94
1953,168180.75
1954,188107.08
1955,134390.78
1956,289102.12
1957,149965.42
1958,325254.16
1959,132256.7
1960,116206.32
1961,118142.125
1962,96947.805
1963,107622.266
1964,112383.24
1965,146216.5
1966,150677.33
1967,293873.53
1968,441197.06
1969,436314.62
1970,476109.38
1971,449297.12
1972,406850.66
1973,259066.48
1974,322601.75
1975,483509.12
1976,276274.38
1977,356346.3
1978,397421.03
1979,325638.3
1980,195304.6
1981,355638.25
1982,230667.48
1983,211290.34
1984,161443.84
1985,228474.56
1986,229732.95
1987,182255.73
1988,178905.89
1989,187991.86
1990,216776.34
1991,223289.23
1992,219595.62
1993,168442.97
1994,250165.02
1995,184906.64
1996,263644.38
1997,303275.2
1998,332279.94
1999,269526.9
2000,313217.94
2001,258379.39
2002,242658.42
2003,250864.55
2004,273478.72
2005,214579.12
2006,245988.11
2007,247629.08
2008,230091.47
2009,188927.3
2010,190949.27
2011,128130.05
2012,177525.48
2013,185844.33
2014,185923.86
2015,205500.34
2016,193218.73
2017,202829.9
2018,124123.94
2019,133120.84
2020,107858.85
2021,106888.82
2022,185398.83
2023,132548.45
2024,247161.27
2025,397107.0
2026,181473.9
2027,154612.72
2028,162654.7
2029,172204.55
2030,279746.62
2031,256379.11
2032,265862.0
2033,279333.47
2034,172270.84
2035,220244.69
2036,203548.23
2037,207673.52
2038,315948.16
2039,226630.27
2040,363186.88
2041,290283.03
2042,207206.31
2043,174489.75
2044,165209.1
2045,216844.38
2046,138138.6
2047,143165.1
2048,143308.83
2049,141467.11
2050,182656.19
2051,109519.66
2052,127524.375
2053,150727.34
2054,84991.234
2055,153700.34
2056,141664.66
2057,118055.28
2058,235626.31
2059,135032.52
2060,171572.25
2061,180068.53
2062,133352.19
2063,118113.28
2064,142276.95
2065,124629.36
2066,179919.7
2067,123251.62
2068,145083.94
2069,89009.61
2070,114722.55
2071,98914.69
2072,121717.61
2073,139783.69
2074,186147.1
2075,152728.52
2076,121681.63
2077,151073.42
2078,124637.78
2079,127979.39
2080,121730.45
2081,121956.18
2082,132053.48
2083,142310.9
2084,113069.51
2085,120824.98
2086,127836.72
2087,121654.34
2088,98549.02
2089,79802.66
2090,127842.64
2091,126891.836
2092,128549.27
2093,130530.12
2094,122663.95
2095,154249.62
2096,83160.46
2097,95342.56
2098,142409.44
2099,65195.637
2100,100687.1
2101,129597.24
2102,122769.54
2103,101124.89
2104,133137.5
2105,131284.17
2106,65640.29
2107,228781.47
2108,116108.82
2109,113088.125
2110,134936.58
2111,149905.12
2112,132628.7
2113,116444.62
2114,112022.69
2115,153472.36
2116,116535.12
2117,148058.03
2118,122546.08
2119,107381.625
2120,111580.75
2121,90133.42
2122,102785.23
2123,80347.81
2124,178975.53
2125,122314.85
2126,140317.55
2127,157671.17
2128,128709.89
2129,102883.97
2130,141173.45
2131,155328.1
2132,122193.18
2133,125802.56
2134,121288.14
2135,99397.1
2136,69781.49
2137,109793.164
2138,132123.9
2139,158071.25
2140,141340.28
2141,151276.7
2142,130248.68
2143,145000.7
2144,121166.93
2145,137952.8
2146,169318.42
2147,136937.1
2148,130933.64
2149,150055.05
2150,228029.94
2151,116633.65
2152,180064.84
2153,162254.69
2154,109660.664
2155,138642.98
2156,254964.03
2157,237315.53
2158,250100.27
2159,208553.75
2160,170131.17
2161,245593.22
2162,405749.66
2163,363788.3
2164,250675.47
2165,191968.28
2166,149683.17
2167,223670.8
2168,203879.75
2169,196709.9
2170,226781.38
2171,153104.36
2172,131709.69
2173,170520.47
2174,223524.44
2175,314332.25
2176,333002.72
2177,242546.56
2178,206413.39
2179,139484.83
2180,232338.4
2181,182770.4
2182,220814.64
2183,193840.28
2184,123345.81
2185,130243.27
2186,149567.58
2187,157810.19
2188,159863.27
2189,233859.1
2190,88345.39
2191,88754.31
2192,96697.35
2193,109004.17
2194,105522.06
2195,115212.38
2196,102449.125
2197,118616.4
2198,164460.56
2199,182167.52
2200,132881.33
2201,136929.92
2202,203048.92
2203,139157.61
2204,190088.11
2205,101390.3
2206,140613.0
2207,217119.77
2208,249002.61
2209,216918.22
2210,118511.43
2211,118921.55
2212,114944.125
2213,106367.836
2214,126556.586
2215,110758.69
2216,148327.78
2217,79609.89
2218,75490.05
2219,63680.85
2220,61799.6
2221,339828.72
2222,270221.4
2223,309562.0
2224,217823.28
2225,119944.625
2226,183065.42
2227,201075.34
2228,271484.66
2229,239688.86
2230,156515.67
2231,215243.98
2232,180097.25
2233,179498.44
2234,235407.31
2235,230551.08
2236,259463.78
2237,376513.2
2238,223474.62
2239,105914.875
2240,154539.62
2241,153807.69
2242,127612.195
2243,126030.47
2244,105770.164
2245,106496.164
2246,147110.48
2247,110898.69
2248,127249.55
2249,125210.5
2250,134811.05
2251,128366.13
2252,172910.56
2253,159559.61
2254,184004.83
2255,186074.23
2256,187044.81
2257,212973.33
2258,169474.4
2259,180147.73
2260,165586.36
2261,188992.47
2262,210946.73
2263,349996.6
2264,452690.53
2265,171093.39
2266,279540.12
2267,381861.25
2268,378930.7
2269,145574.81
2270,194318.11
2271,228303.14
2272,207241.4
2273,163926.16
2274,180154.39
2275,161123.31
2276,197885.61
2277,186150.25
2278,141970.5
2279,132473.92
2280,127801.09
2281,166699.05
2282,187863.19
2283,102178.7
2284,110880.72
2285,147071.75
2286,128892.49
2287,354981.4
2288,276259.5
2289,391679.84
2290,486307.38
2291,333974.28
2292,436480.88
2293,489784.72
2294,449929.22
2295,461479.84
2296,274006.0
2297,309117.62
2298,329914.6
2299,412342.53
2300,339874.94
2301,288214.47
2302,247778.78
2303,237261.5
2304,243786.69
2305,175016.64
2306,174834.42
2307,181884.33
2308,214424.0
2309,273563.78
2310,215926.88
2311,193631.39
2312,176161.8
2313,173547.19
2314,171671.25
2315,175124.31
2316,184902.23
2317,180634.42
2318,180472.38
2319,176017.56
2320,181935.03
2321,250207.52
2322,169258.3
2323,187174.8
2324,175317.58
2325,203204.55
2326,172410.56
2327,217305.61
2328,237854.34
2329,185700.5
2330,176047.47
2331,386583.62
2332,418466.16
2333,322617.84
2334,262574.22
2335,260251.62
2336,342998.53
2337,193531.06
2338,273583.88
2339,220096.6
2340,412177.94
2341,217484.17
2342,233001.83
2343,221991.52
2344,231103.67
2345,241680.22
2346,223905.45
2347,206011.84
2348,237592.2
2349,175311.7
2350,302192.8
2351,255112.92
2352,250012.55
2353,251043.6
2354,131463.22
2355,145959.2
2356,149055.81
2357,195532.19
2358,195868.48
2359,128408.28
2360,120565.875
2361,146048.8
2362,270552.03
2363,138982.61
2364,156692.88
2365,225838.06
2366,191227.77
2367,218013.92
2368,219137.23
2369,218066.73
2370,175648.92
2371,169478.22
2372,194246.2
2373,273441.62
2374,318101.56
2375,243059.33
2376,292671.97
2377,359347.88
2378,142142.25
2379,202979.16
2380,145389.69
2381,160086.17
2382,200214.19
2383,201761.53
2384,243144.45
2385,164676.31
2386,136028.27
2387,137415.62
2388,99248.555
2389,125944.65
2390,152060.75
2391,143674.12
2392,116764.2
2393,167707.98
2394,150581.36
2395,209226.52
2396,146821.44
2397,211761.81
2398,135551.78
2399,50608.465
2400,50445.227
2401,115619.195
2402,139735.05
2403,129383.83
2404,154679.3
2405,161747.4
2406,142214.5
2407,133141.45
2408,146096.73
2409,127144.46
2410,164294.83
2411,117045.84
2412,158797.47
2413,132347.0
2414,146738.3
2415,133197.12
2416,132266.12
2417,136152.53
2418,129156.65
2419,123139.97
2420,124988.5
2421,152647.14
2422,117499.62
2423,127764.73
2424,154696.4
2425,216715.11
2426,127545.58
2427,137255.2
2428,174527.92
2429,111036.38
2430,130730.99
2431,108970.94
2432,139767.19
2433,143131.6
2434,139133.53
2435,146393.11
2436,107519.51
2437,112087.84
2438,126188.32
2439,110511.336
2440,120526.64
2441,96679.69
2442,98257.01
2443,122177.39
2444,124110.24
2445,81802.48
2446,130824.29
2447,192626.67
2448,145374.8
2449,110186.91
2450,148056.56
2451,130453.02
2452,219824.78
2453,95775.68
2454,128774.17
2455,122252.29
2456,126493.47
2457,127677.34
2458,111900.66
2459,108652.04
2460,133657.72
2461,117167.016
2462,137251.83
2463,119303.97
2464,184502.16
2465,131065.86
2466,108243.234
2467,142256.86
2468,73875.68
2469,73503.266
2470,184273.52
2471,222596.2
2472,162211.67
2473,125149.266
2474,77245.234
2475,234674.97
2476,112760.695
2477,126423.836
2478,150756.19
2479,103064.125
2480,150767.97
2481,125660.805
2482,127917.53
2483,117829.33
2484,126197.125
2485,127604.14
2486,153331.97
2487,196943.27
2488,162108.83
2489,150117.62
2490,151234.23
2491,92576.93
2492,180131.02
2493,152719.7
2494,157717.94
2495,87438.29
2496,258681.62
2497,152040.38
2498,110233.86
2499,99628.34
2500,129405.875
2501,143893.33
2502,149501.55
2503,103622.96
2504,182431.1
2505,232671.77
2506,267899.25
2507,287941.75
2508,258574.42
2509,218218.83
2510,222244.06
2511,182852.94
2512,204397.62
2513,217717.64
2514,268078.22
2515,150736.89
2516,172403.08
2517,144088.11
2518,148768.88
2519,230171.34
2520,216330.16
2521,186861.88
2522,230353.88
2523,128528.55
2524,138049.98
2525,145079.33
2526,130243.516
2527,113986.78
2528,129848.81
2529,139947.42
2530,122180.16
2531,257918.14
2532,233878.47
2533,197227.94
2534,228837.72
2535,322265.66
2536,248584.19
2537,242274.72
2538,184094.97
2539,187930.31
2540,174590.22
2541,186147.11
2542,163717.7
2543,124370.6
2544,133627.44
2545,133019.08
2546,135633.39
2547,144793.72
2548,147045.75
2549,164926.62
2550,330557.72
2551,141410.17
2552,132991.12
2553,77316.19
2554,106903.25
2555,118796.63
2556,110473.445
2557,117939.586
2558,173413.3
2559,129895.11
2560,131781.39
2561,132932.94
2562,126853.4
2563,141353.83
2564,182955.58
2565,138678.89
2566,154464.75
2567,123234.58
2568,205093.84
2569,205513.92
2570,121498.62
2571,178487.48
2572,170662.56
2573,216703.56
2574,286536.2
2575,136117.22
2576,125366.484
2577,170467.34
2578,86934.33
2579,68259.79
2580,118583.27
2581,120627.11
2582,108759.555
2583,295629.94
2584,172015.61
2585,186039.75
2586,220951.48
2587,205179.39
2588,155753.22
2589,147872.9
2590,213383.0
2591,256024.12
2592,219916.06
2593,264044.84
2594,175175.27
2595,208862.2
2596,342180.38
2597,192353.53
2598,279467.44
2599,320282.78
2600,168458.62
2601,146513.5
2602,80352.1
2603,98556.14
2604,84054.84
2605,67390.92
2606,149847.11
2607,209119.58
2608,211208.95
2609,160951.27
2610,111313.71
2611,131793.47
2612,148437.62
2613,139484.6
2614,132691.66
2615,165436.9
2616,143939.58
2617,177544.62
2618,200056.95
2619,200383.0
2620,191603.72
2621,179159.72
2622,187469.72
2623,246638.58
2624,289503.56
2625,313319.6
2626,172956.36
2627,169308.08
2628,451211.1
2629,469522.38
2630,372814.9
2631,475995.53
2632,440482.12
2633,298403.75
2634,397976.78
2635,157636.1
2636,188238.38
2637,189429.34
2638,254900.19
2639,199641.12
2640,152234.69
2641,105431.6
2642,191097.56
2643,104964.945
2644,127679.13
2645,103575.3
2646,96678.664
2647,101038.164
2648,141910.97
2649,150349.94
2650,143087.19
2651,140566.45
2652,452841.97
2653,248490.97
2654,273311.1
2655,417266.25
2656,323919.34
2657,335891.44
2658,287336.62
2659,317630.84
2660,340352.53
2661,358653.3
2662,320778.8
2663,274841.25
2664,268883.47
2665,325960.9
2666,283671.53
2667,161946.1
2668,177616.6
2669,178045.97
2670,288173.3
2671,183627.73
2672,184654.16
2673,210676.56
2674,210077.2
2675,174429.23
2676,186629.66
2677,197819.88
2678,272148.7
2679,276769.84
2680,274890.84
2681,428369.2
2682,317992.12
2683,537459.7
2684,312380.25
2685,329823.3
2686,248393.06
2687,323069.66
2688,216400.16
2689,213303.69
2690,474411.5
2691,181360.14
2692,127894.7
2693,192395.28
2694,121041.375
2695,187849.1
2696,183006.39
2697,190728.53
2698,190688.48
2699,173839.17
2700,158869.47
2701,150040.48
2702,109844.836
2703,130014.49
2704,145121.9
2705,119173.16
2706,114992.26
2707,126956.29
2708,136170.83
2709,107428.66
2710,125022.76
2711,295682.6
2712,385543.75
2713,172400.2
2714,151231.95
2715,171022.02
2716,151647.67
2717,182644.4
2718,233159.03
2719,153939.42
2720,177760.92
2721,138629.75
2722,156371.66
2723,145939.4
2724,132345.84
2725,137448.98
2726,143480.97
2727,177201.73
2728,175302.38
2729,148558.52
2730,143734.9
2731,132634.81
2732,122916.81
2733,156421.8
2734,144542.17
2735,139215.38
2736,140018.17
2737,124857.805
2738,135166.31
2739,168688.78
2740,140651.34
2741,141178.89
2742,157903.89
2743,153420.33
2744,160301.78
2745,137938.0
2746,139308.9
2747,150447.78
2748,121466.32
2749,126473.51
2750,137290.58
2751,136338.64
2752,231511.92
2753,148304.19
2754,221346.47
2755,128079.28
2756,100372.87
2757,64657.21
2758,82609.055
2759,155560.94
2760,132129.78
2761,143570.33
2762,142477.33
2763,189020.42
2764,161424.52
2765,294264.3
2766,145422.72
2767,88698.68
2768,129777.234
2769,132037.55
2770,148869.28
2771,107228.24
2772,109836.11
2773,163514.19
2774,137771.53
2775,126828.42
2776,140603.62
2777,155136.34
2778,116312.13
2779,125755.34
2780,97512.77
2781,102857.66
2782,95651.56
2783,104749.734
2784,127288.47
2785,131122.16
2786,76029.7
2787,124058.19
2788,79647.086
2789,182621.66
2790,95475.445
2791,113261.336
2792,52626.973
2793,183350.36
2794,93518.43
2795,120345.64
2796,110168.805
2797,206727.9
2798,112540.89
2799,117388.53
2800,61804.746
2801,114317.4
2802,134482.48
2803,173043.64
2804,149674.16
2805,102172.89
2806,84937.57
2807,159489.62
2808,155072.97
2809,139155.62
2810,130427.01
2811,157763.9
2812,150214.66
2813,179804.03
2814,155921.27
2815,103239.516
2816,253837.31
2817,152133.25
2818,130159.7
2819,170834.05
2820,144031.3
2821,111362.72
2822,212466.5
2823,282430.78
2824,194347.97
2825,153748.03
2826,127728.26
2827,139516.34
2828,217604.3
2829,204031.05
2830,233822.78
2831,181341.47
2832,253340.02
2833,300429.28
2834,209595.9
2835,214619.64
2836,192279.31
2837,153989.14
2838,149514.45
2839,184355.19
2840,204639.83
2841,206102.03
2842,225362.12
2843,152058.05
2844,158334.55
2845,121457.586
2846,212668.47
2847,207218.44
2848,215074.83
2849,206533.12
2850,280464.03
2851,237766.2
2852,243103.39
2853,242177.66
2854,138141.08
2855,207544.97
2856,199374.16
2857,185841.48
2858,199335.48
2859,121165.04
2860,128144.164
2861,129550.79
2862,201102.84
2863,125222.18
2864,252034.86
2865,142237.89
2866,137595.7
2867,99385.47
2868,98322.91
2869,117280.086
2870,126166.555
2871,90480.81
2872,45645.613
2873,97523.08
2874,145889.39
2875,113321.19
2876,167339.58
2877,141051.97
2878,161404.48
2879,139193.42
2880,100722.945
2881,151009.52
2882,159165.55
2883,179001.84
2884,194204.25
2885,192997.02
2886,221349.58
2887,96530.9
2888,132667.69
2889,47845.22
2890,86510.4
2891,133248.83
2892,42722.703
2893,91327.95
2894,45899.402
2895,331346.94
2896,296925.9
2897,214186.97
2898,149463.39
2899,221460.42
2900,157473.05
2901,213489.12
2902,188031.53
2903,355146.38
2904,359997.4
2905,103252.48
2906,222231.11
2907,110923.41
2908,133493.23
2909,144038.33
2910,81509.13
2911,78987.55
2912,142928.84
2913,85200.26
2914,73023.86
2915,80678.03
2916,83986.266
2917,172870.64
2918,111552.0
2919,230429.2
